zotero_key,item_type,year,first_author,authors,title,journal,doi,url,work_id,is_seed,match,status
4DEK6EFA,journalArticle,2019,Mamani,Mamani; Shi; Nolan; Alfano,Majorana vortex photons a form of entangled photons propagation through brain tissue,Journal of Biophotonics,10.1002/jbio.201900036,https://onlinelibrary.wiley.com/doi/abs/10.1002/jbio.201900036,W2948573422,1,doi,in-universe
579EU5MF,journalArticle,2012,Salari,Salari; Rahnama; Tuszynski,Dissipationless transfer of visual information from retina to the primary visual cortex in the human brain,Activitas Nervosa Superior,,,W326765819,1,title~100,harvested
MKN6YIQL,journalArticle,1995,Amano,Amano; Kobayashi; Devaraj; Usa; Inaba,Ultraweak biophoton emission imaging of transplanted bladder cancer,Urological research,,,W2089153628,1,title~100,in-universe
JKH8ZQ85,journalArticle,2004,Park,Park; Koo; Kim; Yang; Yi; Yang; Koo; Lee; Soh,Effects of Han-Seo Meridian Magnetic Therapy on Biophoton Emission (International Conference on Mind Body Science: Physical and Physiological Approach joint with The Eighteenth Symposium on Life Information Science),Journal of International Society of Life Information Science,,,W623637536,0,title~100,in-universe
LFHYZAHQ,journalArticle,2004,LEE,LEE; YANG; YI; CHO; KANG; YANG; SOH,Biophoton emission from patients with a cold (International Conference on Mind Body Science: Physical and Physiological Approach joint with The Eighteenth Symposium on Life Information Science),Journal of International Society of Life Information Science,,,,0,,new-to-universe
XG7CVQNI,journalArticle,2002,Chen,Chen; Zhang; Kotake; Yoichi; Haraguchi; Kokubo; Kawano; Yamamoto,Temperature and biophoton changes of the middle finger during qigong and light imagery tasks,JOURNAL-INTERNATIONAL SOCIETY OF LIFE INFORMATION SCIENCE,,,,0,,new-to-universe
JDJ6XMSR,journalArticle,2004,Grass,Grass; Klima; Kasper,"Biophotons, microtubules and CNS, is our brain a “Holographic computer”?",Medical Hypotheses,10.1016/s0306-9877(03)00308-6,http://linkinghub.elsevier.com/retrieve/pii/S0306987703003086,W2168662633,0,doi,in-universe
JAZ5BW4G,journalArticle,2004,Soh,Soh,Bonghan duct and acupuncture meridian as optical channel of biophoton,JOURNAL-KOREAN PHYSICAL SOCIETY,,http://www.biontology.com/wp-content/uploads/2012/10/bonghan-ducts.pdf,W2364552902,0,title~100,in-universe
56NSXUIB,journalArticle,,van Wijk,van Wijk; van Wijk,Het eigen licht van de mens,,,http://tig.integralegeneeskunst.nl/TIG21-22_26_van_Wijk-_van_WIjk_-_Licht_van_de_Mens.pdf,,0,,new-to-universe
AF3STPB5,journalArticle,2002,Choi,Choi; Woo; Lee; Yang; Soh; Yang; Yoon; Kim; Zaslawsky; Chang,Biophoton emission from the hands,JOURNAL-KOREAN PHYSICAL SOCIETY,,http://meridianenergies.net/wp-content/uploads/2012/04/BiophotonEmissionfromtheHands.pdf,W2337122567,0,title~100,harvested
JIHQWP3V,journalArticle,2008,Wijk,Wijk; Wijk; Bajpai,Quantum squeezed state analysis of spontaneous ultra weak light photon emission of practitioners of meditation and control subjects,Indian J. Exp. Biol.,,,W69129819,0,title~100,in-universe
PP3KLRAM,thesis,2016,Ondrušová,Ondrušová,Measurement Optimization and Analysis of Selected Physical and Chemical Effects on the Ultra-Weak Proton Emission from a Human Hand,,,https://dspace.cvut.cz/handle/10467/64862?show=full,,0,,new-to-universe
8Q3I8KJB,journalArticle,2020,Jinno,Jinno; Hirata; Watanabe; Hatakeyama; Akiyama; Takahashi; Kobayashi; Mori,Extremely weak light emission during the healing process by biophotons emitted from wounds irradiated with atmospheric pressure plasma,Japanese Journal of Applied Physics,10.35848/1347-4065/abb718,https://doi.org/10.35848/1347-4065/abb718,W3086092516,0,doi,in-universe
JMQR3FPR,journalArticle,2021,Gabe,Gabe; Murase; Kasamatsu; Osanai; Takahashi; Hachiya,Exploitation of long-lasting ultraweak photon emission to estimate skin photodamage after ultraviolet exposure,Skin Research and Technology,10.1111/srt.12944,https://onlinelibrary.wiley.com/doi/abs/10.1111/srt.12944,W3092282708,0,doi,in-universe
ECQRUWKY,thesis,2006,Cifra,Cifra,"Measurement of spontaneous photon emission from the human body: technical aspects, parameters, time and temperature dependent fluctuations of photon emission",,,,,0,,new-to-universe
UCDUKV6Z,journalArticle,2012,Petersen,Petersen; Philipsen; Wulf,An explorative study of non-invasive ultra-weak photon emission and the anti-oxidative influence of oral zinc sulphate in light-sensitive patients with erythropoietic protoporphyria,Skin Research and Technology,10.1111/j.1600-0846.2011.00586.x,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1600-0846.2011.00586.x,W1977870833,1,doi,in-universe
7GLH3LX6,journalArticle,1993,Niggli,Niggli,Artificial sunlight irradiation induces ultraweak photon emission in human skin fibroblasts,Journal of Photochemistry and Photobiology B: Biology,10.1016/1011-1344(93)80076-l,https://linkinghub.elsevier.com/retrieve/pii/101113449380076L,W2012503783,1,doi,in-universe
CB3QAB9C,journalArticle,2023,Tsuchida,Tsuchida; Sakiyama; Ogura; Kobayashi,Skin lightness affects ultraviolet A-induced oxidative stress: evaluation using ultraweak photon emission measurement,Experimental Dermatology,10.1111/exd.14690,https://onlinelibrary.wiley.com/doi/abs/10.1111/exd.14690,W4306729560,1,doi,in-universe
QLD7EIKA,presentation,2000,Inaba,,Measurement of biophoton from human body,,,,,0,,new-to-universe
UZJGCDCH,journalArticle,2023,Van Wijk,Van Wijk,Intercellular Dynamics: Ultra-Weak Biophoton Emission as a Novel Indicator of Altered Cell Functions and Disease,Journal of Lasers in Medical Sciences,,,,0,,new-to-universe
JAB8PE2T,journalArticle,2005,Niggli,Niggli; Scaletta; Yu; Popp; Applegate,Laser-ultraviolet-A-induced ultraweak photon emission in mammalian cells,Journal of Biomedical Optics,10.1117/1.1899185,,W2095812481,1,doi,harvested
W47UWYMV,journalArticle,2010,Mannerling,Mannerling; Simkó; Mild; Mattsson,Effects of 50-Hz magnetic field exposure on superoxide radical anion formation and HSP70 induction in human K562 cells,Radiation and Environmental Biophysics,10.1007/s00411-010-0306-0,http://link.springer.com/10.1007/s00411-010-0306-0,W20582429,1,doi,in-universe
DUZMXHF7,journalArticle,2013,Hossu,Hossu; Ma; Zou; Chen,Enhancement of biophoton emission of prostate cancer cells by Ag nanoparticles,Cancer Nanotechnology,10.1007/s12645-013-0034-7,http://www.cancer-nano.com/content/4/1/,W2021707375,1,doi,harvested
URDTRCWT,journalArticle,2005,Musumeci,Musumeci; Applegate; Privitera; Scordino; Tudisco; Niggli,Spectral analysis of laser-induced ultraweak delayed luminescence in cultured normal and tumor human cells: temperature dependence,Journal of Photochemistry and Photobiology B: Biology,10.1016/j.jphotobiol.2004.12.002,https://linkinghub.elsevier.com/retrieve/pii/S1011134404001939,W2054078053,1,doi,in-universe
8R75JYMX,patent,,Unknown,,Apparatus and method for counting biophotons from hands to diagnose health condition,,,https://www.rexresearch.com/biophoton/KR20050013375.txt,,0,,new-to-universe
FBTSY5X7,patent,,Han,,Device for quantitative determination of traditional Chinese medicine syndrome using human biophoton radiation,,,https://patents.google.com/patent/CN201861626U/en,,0,,new-to-universe
LVZ395CU,patent,,Unknown,,Device quantitatively measuring TCM “syndrome” by human biophoton radiation,,,https://www.rexresearch.com/biophoton/CN201861626.txt,,0,,new-to-universe
5TSP89ME,patent,,Shandong Provincial Pharmaceutical Biological Tech Research Center,,System for early screening of breast cancer using organism biophoton radiation,,,https://patents.google.com/patent/CN106236022A/en,,0,,new-to-universe
